Number,Company,Model Name,Problem 1,Problem 2,HIN,Disposition,Units,Boat Type,Severity,MIC,Company Official,Model Year,Case Open Date,Case Close Date,Campaign Open Date,Campaign Close Date,Last Date
810074S,MURRAY CHRIS CRAFT INC,17 FT INBOARD 17 OSS I/,FLOTATION,,,Closed,63,,H,CCB,CFP,81,5/28/1981,12/7/1982,5/28/1981,12/7/1982,6/2/1982
800068S,ZEPHYR,Z-183,MAX WT LEVEL FLOTATI,,,Closed,6,,,PHY,CFP,79,2/19/1980,2/9/1983,2/19/1980,2/9/1983,12/1/1982
810141S,AERO-GLASS BOAT CO,14' BASSBOAT,LEVEL FLOTATION,OVERRATED H.P,,Closed,22,,H,AGB,PCB,1981,10/14/1981,6/27/1985,10/14/1981,6/27/1985,7/1/1982
820011S,HEWES MARINE CORP INC,14' RIVER RUNNER,,,,Closed,21,,,HEW,WRS,,1/22/1981,8/31/1983,1/22/1981,8/31/1983,6/1/1982
800196S,HUNTER BOATS INC,16FT O/B PRO,PERSON CAPACITY,,,Closed,7,,,HUJ,KWL,80,7/7/1980,9/28/1981,7/7/1980,9/28/1981,3/12/1981
800051S,CADDO BOAT MFG CO INC,15FT EAGLE,NONCOMPLIANCE,FLOTATION,,Closed,215,,,LMA,PLN,80,2/2/1980,1/19/1981,2/2/1980,1/19/1981,2/12/1981
810025S,LOWE INDUSTRIES,16 FT OPEN JON,NO CERT/CAP LABEL,,,Closed,290,,,LWN,KWL,81,2/2/1981,4/16/1981,2/2/1981,4/16/1981,3/11/1981
800154S,INDIAN RIVER BOATS,14' OUTBOARD,NONCOMPLIANCE,#NAME,,Closed,2,,L,BRU,CFP,80,6/6/1980,8/17/1981,6/6/1980,8/17/1981,2/11/1981
800112T,GLASTRON-CARLSON,CXT23,FUEL FITTING,,,Closed,83,,,GCV,WRS,79,10/10/1982,1/27/1984,10/10/1982,1/27/1984,6/10/1981
810034S,SORENSON MARINE MFG,10'SEMI-VEE,OVER HP RATING,CAPACITY LABEL-MAX WT.-,,CLOSED,21,,L,,WRS,1981,3/17/1981,,3/17/1981,,9/9/1981
810095S,SUNDOWN MARINE,20FT STEELER,BOOT OR COVER ON SOLENOID,,,Closed,1,,H,XDW,KWL,,7/8/1981,9/10/1981,7/8/1981,9/10/1981,9/9/1981
810092S,GLASTEX CO.,V-680-T-681- T-886-V20,NO BLOWER LABEL,,V2296 ALL I/O',Closed,78,,,GTX,KWL,1981,5/20/1981,9/15/1981,5/20/1981,9/15/1981,9/9/1981
800101S,ALUMAWELD BOATS,18FT ALU SLED,NONCOMPLIANCE,LEVEL FLOTATION,,Closed,97,,H,AWB,KWL,,4/4/1980,4/16/1981,4/4/1980,4/16/1981,3/9/1981
800065S,TP & L,,,,,Closed,16,,H,TPL,DWE,,2/2/1980,2/9/1981,2/2/1980,2/9/1981,2/9/1981
800021S,DOUGLAS MARINE CORP,DUX00000-29,NONCOMPLIANCE,,,Closed,89,,,DUX,,,1/1/1980,,1/1/1980,,2/9/1981
810057S,HOLIDAY MANSION,HOUSEBOAT,VENTILATION,,,Closed,2,,,HMH,KWL,1981,4/23/1981,12/2/1981,4/23/1981,12/2/1981,10/8/1981
800242S,REGAL FIBERGLASS,WILDCAT,LEVEL FLOATATION,,,Closed,11,,,RGL,CFP,,10/10/1980,6/22/1981,10/10/1980,6/22/1981,4/8/1981
800116S,NORRIS CRAFT BOAT CO,17 FT 1700 SPB,FLOT/SAFE LOAD & POWER,,,Closed,62,,,NCB,NAH,80,5/5/1980,6/25/1982,5/5/1980,6/25/1982,5/7/1981
800219S,MARLIN BOATS-WA,MINI BOAT,HORSEPOWER,#NAME,,Closed,3,,L,MBD,KWL,,9/9/1980,4/16/1981,9/9/1980,4/16/1981,4/7/1981
800037S,FISHER BOAT CO,T15 OUTBOARD,FLOTATION HIN OVER H.P,,,Closed,30,,H,FSR,KWL,80,1/1/1980,12/15/1981,1/1/1980,12/15/1981,4/7/1981
800114S,CRAFT BOAT WORKS,,FLOTATION,,,Closed,9,,,CWS,,,5/5/1980,8/6/1981,5/5/1980,8/6/1981,8/6/1981
800186S,SUNSET BOAT CO,14FT PUMA O/B,NONCOMPLIANCE,#NAME,,Closed,70,,H,SGA,WRS,80,7/7/1980,4/19/1982,7/7/1980,4/19/1982,1/6/1981
800161S,H&H FIBERGLASS INC,MODEL 1750,SAFE LOADING,,,Closed,25,,H,FBC,CFP,80,6/6/1980,6/2/1981,6/6/1980,6/2/1981,4/5/1981
800259S,ELITE CRAFT INC,20FT INBOARD,NONCOMPLIANCE,#NAME,,CLOSED,12,,,,1CB,80,12/12/1980,4/15/1981,12/12/1980,4/15/1981,3/5/1981
800118S,RHYAN CRAFT,14E,SINKING/ACCIDENT!,INVESTIGATION/FT HOOD,,Closed,481,,,RHY,KWL,79,5/5/1980,10/21/1981,5/5/1980,10/21/1981,8/4/1981
810048S,AQUA CRAFT,16' SEMI VEE O/B,FLOTATION,,,Closed,1,,H,ACR,WRS,80,5/18/1981,4/7/1983,5/18/1981,4/7/1983,8/3/1981
800176S,HONDO BOATS INC,18' JET,BASIC FLOTATION,,,Closed,3,,,HND,PLN,80,6/6/1980,6/7/1982,6/6/1980,6/7/1982,6/2/1981
800233S,TP & L BOATS,10FT O/B,,,,Closed,5,,H,TPL,DWE,19,9/9/1980,9/28/1981,9/9/1980,9/28/1981,6/2/1981
800290S,BONITA SPRINGS FIBERGL,ALL MODELS,HIN- CAPACITY AND,CERTIFICATION LABEL,,Closed,3,,L,BFU,CFP,,11/11/1980,6/2/1981,11/11/1980,6/2/1981,3/2/1981
810006S,WATERCRAFT INC,BASS 16 FT,FLOTATION/CAPACITIES,,,Closed,70,,,HBH,NAH,80,1/1/1981,12/2/1981,1/1/1981,12/2/1981,2/2/1981
800073S,SHAWNEE CO INC,15FT ANGLER DE,SAFE POWERING,FLOTATION,,Closed,13,,L,KNC,CFP,,3/3/1980,2/2/1981,3/3/1980,2/2/1981,2/2/1981
800256S,CAMPAGNA FIBERGLASS SK,16D (16' O/B),LEVEL FLOTATION,,,Closed,33,,H,CPG,PLN,80,10/10/1980,12/1/1981,10/10/1980,12/1/1981,12/1/1981
800269S,SKOOKUM DORIES/PALMER,16 FT SNAKE O/,NO CERT & CAPACITY L,,,Closed,13,,L,SKU,WRS,,11/11/1980,12/17/1980,11/11/1980,12/17/1980,12/11/1980
800099S,WRIGHT BROTHERS CORP,14FT SPORTSMAN,NONCOMPLIANCE,#NAME,,Closed,21,,H,WMA,KWL,80,4/4/1980,12/16/1980,4/4/1980,12/16/1980,12/11/1980
800214S,INTERMOUNTAIN FENCE &,,CERT LABEL-ANTISIPHO,,,Closed,10,,,MTF,KWL,,8/8/1980,12/16/1980,8/8/1980,12/16/1980,12/11/1980
800123S,PERFORMANCE ENGINEERIN,TX-19,1 CLAMP ON FUEL FILL,,,Closed,3,,,JBN,NAH,,5/5/1980,12/2/1981,5/5/1980,12/2/1981,12/11/1980
800080S,HOWARD CUSTOM BOATS,19FT SUPER JET,FLOTATION,,,Closed,10,,,AYB,PLN,80,3/3/1980,10/6/1980,3/3/1980,10/6/1980,9/10/1980
800230S,AIRBOAT HEADQUARTERS,11' & 12',FUEL-ELECT-FLOAT,,,Closed,50,,,AYG,CFP,79,9/9/1980,12/1/1980,9/9/1980,12/1/1980,12/8/1980
800072S,GLASTRON BOAT COMPANY,O/B 192,CERTIFICATION LABEL,,,Closed,290,,,GLA,PLN,80,3/3/1980,11/3/1980,3/3/1980,11/3/1980,10/6/1980
760065S,CALIF MASTER CRAFT,TRI HULL,FLOTATION,MAXIMUM WEIGHT CAPACITY,,Closed,208,,H,XMG,PLN,1976,3/3/1976,10/5/1979,3/3/1976,10/5/1979,8/6/1980
750083T,CALIF MASTER CRAFT,18 TRI HULL,STEERING CONTROLS - MORSE,CONTROLS,,Closed,600,,L,XMG,PCB,,10/10/1975,6/6/1980,10/10/1975,6/6/1980,1/6/1980
800100S,JET-STER BOATS,15FT 16 TRI 15,NONCOMPLIANCE,#NAME,,Closed,46,,H,JEB,KWL,,4/4/1980,9/9/1980,4/4/1980,9/9/1980,9/3/1980
800184S,HOLADY BROS.,,LACKS ANTI-SIPHON PR,,,Closed,2,,,HDB,KWL,78,7/7/1980,9/8/1980,7/7/1980,9/8/1980,9/3/1980
800070S,SPORT LAFITE,17 SPS LAFITTE,FLOTATION,,,Closed,100,,,SBR,PLN,80,3/3/1980,11/6/1980,3/3/1980,11/6/1980,10/2/1980
800054S,HORIZON/HOLMES,HORIZON 18 OB,MAX HORSEPOWER,FLOTATION,,Closed,6,,,HFG,PLN,,2/2/1980,6/4/1981,2/2/1980,6/4/1981,7/1/1980
800028S,EBKO INDUSTRIES INC,VARIOUS,LACKED CAPACITY/CERT,LABELS,,Closed,52,,L,EBK,NAH,,1/1/1980,7/14/1980,1/1/1980,7/14/1980,5/1/1980
770020T,BAYLINER MARINE CORP,VIC CMD BRG 27,STABILITY,,,Closed,263,0,,BLB,GSF,,4/4/1978,3/23/1979,4/4/1978,3/23/1979,2/8/1979
941269S,PRIVATEER BOAT COMPANY,1600 BAY BOAT,LEVEL FLOTATION,STABILITY PORT AND STARB,NWWC0063A494,Closed,1,,H,NWW,GEL,1994,8/12/1994,,8/12/1994,8/26/1999,
820161S,BANDITT BOATS,,SAFE LOADING,MFG INCAPABLE OF CAMPAIGN,,Closed,29,,L,DJL,,,12/29/1983,12/11/1985,12/29/1983,12/11/1985,
920295S,RADIANT MARINE CORP,BAYSTAR 16' O/B,SAFE LOAD MAX PERS & WT,LEVEL FLOTATION,RJAV042B090,Closed,1,,H,RJA,LJA,1990,4/24/1992,12/4/1992,4/24/1992,12/4/1992,
950352T,,FORCE OUTBOARD 150 H.P.,O/B FLYWHEEL,,,CLOSED,4912,,H,,RJD,1991,,1/14/1997,11/15/1995,1/14/1997,
060095T,PANTHER AIRBOAT CORP,GM 8.1 L ENGINE,ENGINE; GASOLINE,,,Closed,50,13,H,PAP,PLC,,11/6/2006,,11/6/2006,8/21/2018,
820054S,CAMPION INC,160 ARROW,LEVEL FLOTATION,,,Closed,35,,,PNA,WRS,,4/20/1982,12/8/1982,4/20/1982,12/8/1982,
810090S,RHYAN CRAFT,10 MODELS,DISPLAY PERSONS CAPACITY,,,Closed,494,,,RHY,KWL,,4/14/1981,11/4/1981,4/14/1981,11/4/1981,
901204S,HYDROSTREAM BOATS,15' VIPER,SAFE LOADING,LEVEL FLOTATION,HSP493VPH091,Closed,6,,H,HSP,WDB,1991,11/6/1990,6/8/1998,11/6/1990,6/8/1998,
770004T,K & L MARINE INC,,SIDE VENTS,,,Closed,58,,L,MAK,NAH,,1/1/1977,9/30/1977,1/1/1977,9/30/1977,
02R0260S,STOLL MANUFACTURING INC,Travelwave 360,FUEL SYSTEM,,TVE00003F202,Closed,2,19,L,TVE,RJD,2002,5/22/2002,6/24/2002,5/22/2002,6/24/2002,
971542S,"""STERLING BOATS, INC.""",7' SPORTCAT,SAFE LOAD: PERS,SAFE POWERING,STG003160797,Closed,1,11,L,STG,GEL,,7/1/1997,,7/27/1998,7/27/1999,
810096S,SUNDOWN MARINE,,NO CAPACITY LABEL,OVERPOWERING (HP),,Closed,2,,,XDW,KWL,,7/8/1981,9/9/1981,7/8/1981,9/9/1981,
03R0217S,L.A. ENTERPRISES,CRUISING TENDER,LABEL; CAPACITY,LABEL; CERTIFICATION,LAV08197D101,Closed,1,11,L,LAV,GEL,2001,4/30/2003,10/5/2004,4/30/2003,10/5/2004,
940236T,WATERWAYS INC,ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,,VARIOUS,Closed,20,,H,CRJ,RJD,1994,9/2/1994,,9/2/1994,7/26/1995,
031008T,RITZ CAMERA BOATERS MARINE,CONCEPT BOOMA 8,LEVEL FLOTATION,SAFE LOADING MAX PERS WT,XRCAU276F302,Closed,12,11,L,XRC,RAB,2002,11/23/2004,1/31/2005,11/23/2004,1/31/2005,
060083T,PLEASURECRAFT ENGINE GROUP,GM 8.1L ENGINE,ENGINE; GASOLINE,,,Closed,1005,13,H,PCM,PLC,,9/8/2006,,9/8/2006,6/13/2008,
951384S,BLUE FIN YACHTS,13 SKIFF,SAFE LOAD: PERS WT,SAFE LOAD: MAX WT,,Closed,20,,L,LUA,GEL,1995,2/5/1996,6/7/2005,8/25/1998,6/7/2005,
040048T,BOMBARDIER RECREATIONAL PROD,RXP,ACCESS COVER HINGE,,,Closed,1000,17,L,ZZN,WAC,2004,3/25/2004,9/23/2009,3/25/2004,9/23/2009,
020127S,SAN AUGUSTINE FBGLS PRODS INC,BAY SEEKER 17,NAVIGATION LIGHTS,,SEE NOTES,Closed,1,0,L,SAG,GEL,2001,7/5/2002,6/15/2005,7/5/2002,6/15/2005,
021084S,FIBERGLASS FABRICATION,SWAMP DUCK 13,LEVEL FLOTATION,SAFE LOADING MAX WT,FEP131132H03,Closed,1,11,L,FEP,GEL,2003,6/11/2003,4/29/2004,6/11/2003,4/29/2004,
951353S,CHARGER,173V,LEVEL FLOTATION:,SAFE LOAD: PERS WT,RDA09323B595,Closed,9,,H,RDA,GEL,1995,1/19/1996,,2/29/1996,5/9/1997,
971520S,WAVECUTTER JET BOATS INC,AZURA 166,SAFE LOAD,LEVEL FLOTATION,CAQWJ0004M97J,Closed,20,11,L,QWJ,GEL,1997,1/7/1998,6/19/2001,8/26/1999,6/19/2001,
940226T,ALL FAMILY CRAFT INC,ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,,VARIOUS,Closed,3,,H,CDG,RJD,1994,9/2/1994,,9/2/1994,3/18/2002,
07R2167,ADAPTIVE COMPOSITES LLC,R8 OB INFLATABLE,VENTILATION,LABEL; CERTIFICATION,KGKR8005A707,Closed,1,11,H,KGK,RAB,2007,,,4/18/2007,7/9/2007,
820038S,OFFSHORE ENTERPRISES,I/O BOATS,FUEL REGS NON COMPLIANCE,,,Closed,1,,H,FET,,,3/31/1982,4/28/1982,3/31/1982,4/28/1982,
06R1566S,THE BARNICLE GROUP LLC,33V INBOARD,FUEL SYSTEM,VENTILATION,,Closed,3,12,L,PJY,RAB,,8/2/2006,10/26/2006,10/25/2006,10/26/2006,
940227T,PRO-LINE BOATS INC,ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,,VARIOUS,Closed,276,,H,PLC,RJD,1994,9/2/1994,,9/2/1994,7/26/1995,
940228T,"""PYTHON MARINE, INC.""",ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,,VARIOUS,Closed,2,,H,PYH,RJD,1994,9/2/1994,6/8/2000,9/2/1994,6/8/2000,
991644S,POLAR KRAFT MFG CO,MX 1860,LEVEL FLOTATION,,PLR21337B999,Closed,1,11,L,PLR,GEL,1999,10/22/1999,5/4/2004,10/22/1999,5/4/2004,
940280S,FRP INDUSTRIES INC,200 FISHERMAN,LABEL NO CAP OR CERT,,FRR04844I495,Closed,13,,L,FRR,GEL,1995,11/8/1994,3/27/1995,11/8/1994,3/27/1995,
951398s,PLASTIC ROTOMOLDING & DESIGN,8 SEA SPRAY,LEVEL FLOTATION,SAFE LOAD,,Closed,20,11,L,EHL,GEL,1995,8/9/1996,6/8/2001,8/25/1999,6/8/2001,
991623s,CAROLINA FIBERGLASS INC,170 LEADER,LEVEL FLOTATION,,KDOSC019L899,Closed,1,11,L,KDO,GEL,1999,6/10/1999,8/11/2003,6/19/2001,8/11/2003,
991629S,EAGLE BOATS INC,EAGLE 138 SKIFF,LEVEL FLOTATION,,EGK11020F2596,Closed,1,11,L,EGK,GEL,1996,6/8/1999,6/7/2005,6/19/2001,6/7/2005,
060087T,MALIBU BOATS INC,"""WAKESETTER, VRIDE, RESP, SUNSCA",FUEL SYSTEM,,SEE FILE,Closed,353,12,H,MB2,PLC,2007,9/28/2006,,9/29/2006,4/16/2007,
150013T,BOSTON WHALER,285/315 CONQUEST 250/280 OUTRAGE,ELECTRICAL SYSTEM,,,Closed,288,11,H,BWC,PLC,,,,7/29/2015,11/16/2016,
940233T,"""SEA RAY BOATS, INC.""",ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,,VARIOUS,Closed,3671,,H,SRX,RJD,,9/2/1994,1/30/2002,9/2/1994,1/30/2002,
940234T,"""SEA RAY BOATS, INC.""",ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,,VARIOUS,Closed,115,,H,SRX,RJD,1994,9/2/1994,1/30/2002,9/2/1994,1/30/2002,
07R2372S,STARDUST YACHTS,1672 WBSS 72,LABEL; CERTIFICATION,FUEL SYSTEM,TKZ01454D708,Closed,8,19,L,TKZ,RAB,2007,8/8/2007,9/18/2007,9/12/2007,9/25/2007,
01R0483S,LASER BOATS OF TEXAS,22 Vision,VENTILATION,Label; Blower Warning,LZEVS026F101,Closed,3,18,L,LZE,DRG,2001,10/10/2001,6/20/2002,10/10/2001,6/20/2002,
07R2240,WHITTTLEY USA INC,"""CRUISER 2590 26' 5""""""",VENTILATION,,XJL26017C607,Closed,1,12,L,XJL,LEN,2007,5/23/2007,6/26/2007,5/23/2007,6/26/2007,
940207T,GODFREY MARINE COMPANY,ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,,VARIOUS,Closed,234,,H,GDY,RJD,1994,9/2/1994,,9/2/1994,3/18/2002,
01R0205S,ESSEX PERFORMANCE BOATS,21 Sterling,VENTILATION,,MAPLS489H001,Closed,4,13,H,MAP,DRG,2000,7/12/2001,6/20/2002,7/12/2001,6/20/2002,
940231T,ROYAL MARINE,ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,,VARIOUS,Closed,26,,H,FSH,RJD,1994,9/2/1994,,9/2/1994,3/19/2002,
07R2349S,UNIVERSAL HOVERCRAFT,UH-10F,LABEL; CAPACITY,LABEL; CERTIFICATION,,Closed,1,17,L,UQH,RAB,2007,7/31/2007,9/25/2007,7/17/2007,9/25/2007,
07R2217S,FISHER BEAVERTAIL MFG INC,B-2,LABEL; CAPACITY,LABEL; CERTIFICATION,,Closed,1,11,H,UQS,RAB,2007,5/10/2007,8/23/2007,7/12/2007,8/23/2007,
07R2152S,KEY WEST BOATS INC,KEY WEST 186 OUTBOARD,ELECTRICAL,VENTILATION,KWEMD166B707,Closed,1,11,L,KWE,,2007,4/10/2007,,4/10/2007,,
021079S,A & L FIBERGLASS,LAGOON 14 SPORT,SAFE LOADING MAX WT,SAFE LOADING MAX PERS WT,AALLS022F202,Closed,31,11,L,AAL,GEL,2002,3/13/2003,2/4/2004,3/13/2003,2/4/2004,
951394S,POLY TOTE BOAT DIVISION OF,WARRIOR V166SC,LEVEL FLOTATION,SAFE LOAD: MAX WGT,,Closed,25,11,L,POU,GEL,1995,8/9/1995,,9/10/1995,5/9/1997,
971568T,BOMBARDIER LTD,SPEEDSTER,STEERING NOZZLE SCREWS,,,Closed,2588,17,L,CEC,WAC,1997,6/26/1998,,6/26/1998,6/26/1998,
990111T,TIARA YACHTS INC,TIARA 3100 OPEN,ELECTRICAL: CIRCUIT BRKRS,,VARIOUS,Closed,13,12,H,SSU,RJD,1999,7/7/1999,,7/7/1999,4/4/2020,
